doc_id
6d5dbe71-0a02-4f79-8bdd-bd3e0dec7163
c185e659-e5b1-4d7a-aec7-45b39cdc6da3
d9c4108c-15f6-48c0-9126-ea1b1ede88f2
b20aa3b1-a227-4315-9d4c-09b374f070e0
2f432fe1-07e6-4f15-9207-13e8ac3bed2c
0bc1593f-8ba5-46f0-a209-c4afda1273fd
2f653697-9385-4f7f-b61e-fdcc5cc9e67c
c41629e4-9c87-430b-94a1-73ba83646fbf
6ff34d60-f727-4ffa-98fa-c66459349f0e
8534cc5c-b937-4cb4-88f4-db619c1f93dc
9c6ea464-5949-4db4-85f9-e4bbaa5d92c0
0b6af222-61a2-43c8-a0a8-966dfc9b5d32
ec514cd9-3c2b-4bcb-8afd-a053cee7473f
47f9dc8f-37a2-4570-9837-b859b190c3f8
f1281418-52b1-4500-bae0-1a1db2bf72e6
0076b7fa-f296-4cd4-8f8f-30eb43a51278
a27c3d23-6b60-4f22-a07d-b600d84d904b
7055d3fb-1b4c-42bc-a56f-03acbcd89a93
b45c797c-d740-469b-b296-70bde64e0379
9d836f8c-81d1-45a5-8cd2-014f4e1f725e
33dd5845-7d95-40c2-b201-b28b4484470c
472401b5-7920-491f-bf30-9dd553116026
3e0160e4-027f-4bef-946b-53f1b0fa6463
68cf5dbb-5d71-474e-9786-7c5c7bf24186
63627c89-24e3-4570-a700-4d93d751ec33
cf36832f-1d5c-42c1-b8de-4bd917d72294
