nykaa_url,message_time
https://www.nykaa.com/search/result/?q=purna+gummies,2024-02-26 20:00:20
https://www.nykaa.com/wow-skin-science-tinted-sunscreen-spf-50-pa-with-hyaluronic-acid-and-aloe-vera/p/11128379?productId=11128379&pps=8,2024-02-26 22:22:12
https://www.nykaa.com/best-offer-pages/pink-friday-wow-best-discounts/c/56291?redirectpath=slug,2024-02-26 22:23:26
https://www.nykaa.com/search/result/?q=purna+gummies,2024-03-04 17:48:12
https://www.nykaa.com/search/result/?q=purna+gummies,2024-03-04 17:48:17
https://www.nykaa.com/search/result/?q=purna+gummies,2024-03-04 17:48:21
https://www.nykaa.com/search/result/?q=purna+gummies,2024-03-04 17:48:28
